s,俳句,読み,季語候補,plutchik_main,nihon_main,nihon_sub,main_confidence,季節,ジャンル,出典,年,has_repetition
17463,かはる～゛草花過し瓢哉,かわるがわる くさばなすぎし ふくべかな,瓢,喜び,風雅,幽玄,0.75,秋,植物,文化句帖,文化1,TRUE
17465,闇（の）夜に段～なるぞ種瓢,やみのよに だんだんなるぞ たねふくべ,瓢,驚き,幽玄,静寂,0.75,秋,植物,文化句帖,文化1,TRUE
19604,夜～は寝所の下もかれの哉,よるよるは ねどこのしたも かれのかな,枯れ野,悲しみ,無常,物の哀れ,0.75,冬,地理,文化句帖,文化1,TRUE
21623,はら～と木槿にかゝる木（の）葉哉,はらはらと むくげにかかる このはかな,木の葉,喜び,風雅,幽玄,0.75,冬,植物,文化句帖,文化1,TRUE
21718,川下は誰～が住ちる紅葉,かわしもは だれだれがすむ ちるもみじ,散る紅葉,悲しみ,無垢,物の哀れ,0.75,冬,植物,文化句帖,文化1,TRUE
957,大びらな雪のぼた～長閑さよ,おおびらな ゆきのぼたぼた のどかさよ,長閑,喜び,風雅,静寂,0.75,春,時候,七番日記,文化10,TRUE
1016,片脇に雨のちよぼ～日永哉,かたわきに あめのちょぼちょぼ ひながかな,日永,喜び,静寂,幽玄,0.72,春,時候,七番日記,文化10,TRUE
1018,鶏やちんば引～日の永き,にわとりや ちんばひきひき ひのながき,日永,喜び,風雅,余情,0.75,春,時候,七番日記,文化10,TRUE
1329,起～の目に付ける也春の雨,おきおきの めにつけるなり はるのあめ,春雨,喜び,風雅,幽玄,0.75,春,天文,七番日記,文化10,TRUE
1780,ほく～とかすみ給ふはどなた哉,ほくほくと かすみたまうは どなたかな,霞,驚き,幽玄,風雅,0.75,春,天文,七番日記,文化10,TRUE
1783,かすみ捨～つゝ黒日哉,かすみすて かすみすてつつ くろびかな,霞,悲しみ,無常,幽玄,0.75,春,天文,七番日記,文化10,TRUE
2621,古笠へざくり～とこき茶哉,ふるがさへ ざくりざくりと こきちゃかな,茶つみ,喜び,風雅,素朴,0.75,春,人事,七番日記,文化10,TRUE
2789,我蒔(た)種をやれ～けさの露,われまいた たねをやれやれ けさのつゆ,種蒔く,期待,風雅,淡白,0.75,春,人事,七番日記,文化10,TRUE
2864,大猫よはやく行け～妻が鳴,おおねこよ はやくいけいけ つまがなく,猫の恋,期待,滑稽,愛らしさ,0.65,春,動物,七番日記,文化10,TRUE
3084,かはる～゛巣の番したり親雀,かわるがわる すのばんしたり おやすずめ,雀の子,喜び,愛らしさ,風雅,0.75,春,動物,志多良,文化10,TRUE
3251,鳴けよ～下手でもおれが鶯ぞ,なけよなけよ へたでもおれが うぐいすぞ,鶯,喜び,滑稽,愛らしさ,0.72,春,動物,七番日記,文化10,TRUE
3726,夜の雉折～何におそはるゝ,よるのきじ おりおりなにに おそわるる,雉,恐れ,幽玄,無常,0.75,春,動物,七番日記,文化10,TRUE
4093,柴舟に鳴～下る蛙かな,しばぶねに なきなきくだる かえるかな,蛙,喜び,風雅,幽玄,0.75,春,動物,七番日記,文化10,TRUE
4097,のさ～と恋をするかの蛙哉,のさのさと こいをするかの かえるかな,蛙,喜び,愛らしさ,風雅,0.72,春,動物,七番日記,文化10,TRUE
4100,むき～に蛙のいとこはとこ哉,むきむきに かえるのいとこ はとこかな,蛙,喜び,愛らしさ,滑稽,0.7,春,動物,七番日記,文化10,TRUE
4106,我杖としるやじろ～なく蛙,わがつえと しるやじろじろ なくかえる,蛙,悲しみ,無垢,物の哀れ,0.75,春,動物,七番日記,文化10,TRUE
4394,のら猫よ見よ～蝶のおとなしき,のらねこよ みよみよちょうの おとなしき,蝶,喜び,愛らしさ,風雅,0.72,春,動物,七番日記,文化10,TRUE
4395,一あばれ～て去し小てふ哉,ひとあばれ あばれてさりし こちょうかな,蝶,驚き,風雅,幽玄,0.75,春,動物,七番日記,文化10,TRUE
4655,山蜂や鳴～抜る寺座敷,やまばちや なきなきぬける てらざしき,蜂,驚き,幽玄,静寂,0.75,春,動物,七番日記,文化10,TRUE
4657,夜～や荒熊蜂も子に迷ふ,よるよるや あらくまばちも こにまよう,蜂,驚き,幽玄,静寂,0.75,春,動物,七番日記,文化10,TRUE
4865,うす菫こ菫酒は毒～し,うすすみれ こすみれさけは どくどくし,菫,嫌悪,無垢,物の哀れ,0.75,春,植物,七番日記,文化10,TRUE
4976,てく～と大材木の下わらび,てくてくと おおざいもくの したわらび,蕨,喜び,風雅,静寂,0.72,春,植物,七番日記,文化10,TRUE
4993,茨の目も皆～人に喰れけり,ばらのめも みなみなひとに くわれけり,木の芽,悲しみ,無垢,物の哀れ,0.75,春,植物,七番日記,文化10,TRUE
5032,咲さうもなくてほろ～椿哉,さきそうも なくてほろほろ つばきかな,椿,悲しみ,無垢,物の哀れ,0.75,春,植物,七番日記,文化10,TRUE
6189,傘にべたり～と桜哉,からかさに べたりべたりと さくらかな,桜,喜び,風雅,可憐さ,0.72,春,植物,七番日記,文化10,TRUE
6194,待～し桜と成れどひとり哉,まちまちし さくらとなれど ひとりかな,桜,悲しみ,無常,物の哀れ,0.75,春,植物,七番日記,文化10,TRUE
6918,おゝ涼し～夜も卅日哉,おおすずし すずしよるも みそかかな,涼し,喜び,風雅,静寂,0.75,夏,時候,七番日記,文化10,TRUE
6919,下～も下～下々の下国の涼しさよ,げげもげげ げげのげこくの すずしさよ,涼し,喜び,風雅,静寂,0.72,夏,時候,七番日記,文化10,TRUE
6925,涼しきに我と火に入きり～゛す,すずしきに われとひにいる きりぎりす,涼し,喜び,幽玄,静寂,0.75,夏,時候,七番日記,文化10,TRUE
7263,身にならぬ夕立ほろり～哉,みにならぬ ゆうだちほろり ほろりかな,夕立,悲しみ,無垢,物の哀れ,0.75,夏,時候,七番日記,文化10,TRUE
7609,ほの～゛と蕣がさくし水哉,ほのぼのと あさがおがさく しみずかな,清水,喜び,風雅,淡白,0.75,夏,地理,七番日記,文化10,TRUE
7681,朝～の心におがむ青田哉,あさあさの こころにおがむ あおたかな,青田,喜び,風雅,静寂,0.75,夏,地理,七番日記,文化10,TRUE
7687,ほまち田も先青むぞよ～,ほまちたも まずあおむぞよ あおむぞよ,青田,喜び,風雅,淡白,0.75,夏,地理,七番日記,文化10,TRUE
7802,古鍋のつる～出る月夜哉,ふるなべの つるつるいでる つきよかな,筑摩鍋,喜び,風雅,静寂,0.75,夏,人事,七番日記,文化10,TRUE
7888,夕さればぺん～草も御祓哉,ゆうされば ぺんぺんぐさも みそぎかな,御祓,信頼,幽玄,静寂,0.75,夏,人事,七番日記,文化10,TRUE
7964,ぎをん会やせんぎまち～ひく山ぞ,ぎおんえや せんぎまちまち ひくやまぞ,祇園会,喜び,風雅,幽玄,0.75,夏,人事,七番日記,文化10,TRUE
8414,帷子にいよ～四角な爺哉,かたびらに いよいよしかくな じじいかな,帷子,喜び,滑稽,素朴,0.72,夏,人事,句稿消息,文化10,TRUE
8830,古郷や蚊やり～のよこがすみ,ふるさとや かやりかやりの よこがすみ,蚊遣,悲しみ,無垢,物の哀れ,0.75,夏,人事,七番日記,文化10,TRUE
8925,虫干やふとんの上のきり～”す,むしぼしや ふとんのうえの きりぎりす,虫干,喜び,素朴,静寂,0.75,夏,人事,七番日記,文化10,TRUE
9037,夜～は本<ン>の都ぞ門涼,よるよるは ほんのみやこぞ かどすずみ,涼み,喜び,風雅,静寂,0.75,夏,人事,七番日記,文化10,TRUE
9611,斯かせげ～とや時鳥,こうかせげ こうかせげとや ほととぎす,時鳥,期待,幽玄,風雅,0.65,夏,人事,七番日記,文化10,TRUE
9617,どれ～が汝が山ぞほとゝぎす,どれどれが なんじがやまぞ ほととぎす,時鳥,驚き,風雅,幽玄,0.75,夏,人事,七番日記,文化10,TRUE
9618,仲～に聞かぬが仏ほとゝぎす,なかなかに きかぬがほとけ ほととぎす,時鳥,悲しみ,無垢,物の哀れ,0.75,夏,人事,七番日記,文化10,TRUE
9629,窓先やてゝつぽふ～と時鳥,まどさきや ててっぽうぽうと ほととぎす,時鳥,驚き,幽玄,静寂,0.75,夏,人事,七番日記,文化10,TRUE
10203,芒から松から蛍～哉,すすきから まつからほたる ほたるかな,蛍,喜び,風雅,幽玄,0.75,夏,人事,七番日記,文化10,TRUE
10521,朝な～蚊のかくれ家の御花哉,あさなあさな かのかくれがの おはなかな,蚊,喜び,風雅,幽玄,0.72,夏,動物,七番日記,文化10,TRUE
10528,蚊柱をよけ～這入乙鳥哉,かばしらを よけよけはいる つばめかな,蚊,嫌悪,滑稽,素朴,0.75,夏,動物,七番日記,文化10,TRUE
10808,有明や不二(へ)～と蚤のとぶ,ありあけや ふじへふじへと のみのとぶ,蚤,嫌悪,滑稽,素朴,0.75,夏,動物,七番日記,文化10,TRUE
10814,さはげ～お江戸生れの蚤蚊なら,さわげさわげ おえどうまれの のみかなら,蚤,嫌悪,滑稽,素朴,0.75,夏,動物,七番日記,文化10,TRUE
10816,長～の留主に(も)あかぬ庵の蚤,ながながの るすにもあかぬ いおののみ,蚤,嫌悪,素朴,滑稽,0.75,夏,動物,七番日記,文化10,TRUE
10994,恋をせよ～～夏のせみ,こいをせよ こいをせよせよ なつのせみ,蝉,期待,風雅,幽玄,0.65,夏,動物,七番日記,文化10,TRUE
12239,うの花にとぼ～臼の目きり哉,うのはなに とぼとぼうすの めきりかな,卯の花,悲しみ,無垢,物の哀れ,0.72,夏,植物,七番日記,文化10,TRUE
12532,をじ甥の家のごちや～夜寒哉,おじおいの いえのごちゃごちゃ よさむかな,夜寒,悲しみ,無垢,物の哀れ,0.72,秋,時候,句稿消息,文化10,TRUE
12533,折～は蚤もしく～夜寒哉,おりおりは のみもしくしく よさむかな,夜寒,嫌悪,無垢,物の哀れ,0.75,秋,時候,七番日記,文化10,TRUE
12536,死こぢれ～つゝ夜寒かな,しにこじれ しにこじれつつ よさむかな,夜寒,悲しみ,無常,陰翳,0.75,秋,時候,志多良,文化10,TRUE
12537,死こぢれ～つゝ寒かな,しにこじれ しにこじれつつ さむさかな,夜寒,悲しみ,無常,寂び,0.75,秋,時候,七番日記,文化10,TRUE
12542,一夜～虫喰ふ虫も寒い声,いちやいちや むしくうむしも さむいこえ,夜寒,悲しみ,無垢,物の哀れ,0.72,秋,時候,七番日記,文化10,TRUE
12547,むつまじき家のごちや～夜寒哉,むつまじき いえのごちゃごちゃ よさむかな,夜寒,信頼,素朴,静寂,0.72,秋,時候,七番日記,文化10,TRUE
12745,薪ちよぼ～遠山作る秋の暮,まきちよぼちよぼ とおやまつくる あきのくれ,秋の暮,喜び,風雅,余情,0.75,秋,時候,七番日記,文化10,TRUE
12748,又活て見るぞよ～秋の暮,またいきて みるぞよみるぞ あきのくれ,秋の暮,期待,無常,淡白,0.72,秋,時候,七番日記,文化10,TRUE
12862,下駄からり～夜永のやつら哉,げたからり からりよながの やつらかな,夜長,喜び,風雅,静寂,0.75,秋,時候,七番日記,文化10,TRUE
12876,ばら～と夜永の蚤のきげん哉,ばらばらと よながののみの きげんかな,夜長,喜び,滑稽,風雅,0.65,秋,時候,七番日記,文化10,TRUE
12879,耳底のなる程～夜永哉,みみそこの なるほどなるほど よながかな,夜長,喜び,幽玄,静寂,0.65,秋,時候,七番日記,文化10,TRUE
12917,行秋を尾花もさらば～哉,ゆくあきを おばなもさらば さらばかな,暮の秋,悲しみ,無常,物の哀れ,0.75,秋,時候,七番日記,文化10,TRUE
13199,名月や上坐して鳴きり～”す,めいげつや かみざしてなく きりぎりす,名月,喜び,風雅,幽玄,0.75,秋,天文,七番日記,文化10,TRUE
13581,秋風やまだか～と枕吹,あきかぜや まだかまだかと まくらふく,秋風,期待,無常,淡白,0.72,秋,天文,志多良,文化10,TRUE
13839,我打た畠もやれ～けさの露,われうちた はたけもやれやれ けさのつゆ,露,喜び,素朴,風雅,0.75,秋,天文,遺稿,文化10,TRUE
14139,朝～や茶がむまく成る霧おりる,あさあさや ちゃがうまくなる きりおりる,霧,喜び,風雅,静寂,0.75,秋,天文,七番日記,文化10,TRUE
14219,盆が来てそよ～草もうれしやら,ぼんがきて そよそよくさも うれしやら,盂蘭盆,喜び,風雅,余情,0.75,秋,人事,七番日記,文化10,TRUE
15207,折～や鹿にからるゝ草の庵,おりおりや しかにからるる くさのいお,鹿,信頼,風雅,幽玄,0.75,秋,動物,七番日記,文化10,TRUE
15829,秋(の)蝉つく～”寒し～とな,あきのせみ つくづくさむし さむしとな,秋の蝉,悲しみ,無常,物の哀れ,0.75,秋,動物,七番日記,文化10,TRUE
16053,芦原や泥おし分てきり～”す,あしはらや どろおしわけて きりぎりす,きりぎりす,喜び,風雅,幽玄,0.72,秋,動物,句稿消息,文化10,TRUE
16054,今掃し箒の中のきり～”す,いまはきし ほうきのなかの きりぎりす,きりぎりす,驚き,幽玄,静寂,0.75,秋,動物,七番日記,文化10,TRUE
16056,けふ迄はまめで鳴たよきり～”す,きょうまでは まめでないたよ きりぎりす,きりぎりす,悲しみ,無垢,物の哀れ,0.75,秋,動物,七番日記,文化10,TRUE
16057,けむからんそこのけ～きり～”す,けむからん そこのけそこのけ きりぎりす,きりぎりす,驚き,滑稽,風雅,0.72,秋,動物,七番日記,文化10,TRUE
16058,粉引(に)叱られてなくきり～”す,こなひきに しかられてなく きりぎりす,きりぎりす,悲しみ,無垢,物の哀れ,0.72,秋,動物,七番日記,文化10,TRUE
16060,妻やなきしはがれ声のきり～”す,つまやなき しわがれごえの きりぎりす,きりぎりす,悲しみ,無垢,物の哀れ,0.75,秋,動物,七番日記,文化10,TRUE
16061,逃しな(に)足はし折なきり～”す,にげしなに あしはしおるな きりぎりす,きりぎりす,恐れ,幽玄,静寂,0.72,秋,動物,七番日記,文化10,TRUE
16062,橋杭や泥にまぶれしきり～”す,はしぐいや どろにまぶれし きりぎりす,きりぎりす,悲しみ,無垢,物の哀れ,0.75,秋,動物,七番日記,文化10,TRUE
16063,も一ツの連はどうしたきり～”す,もひとつの つれはどうした きりぎりす,きりぎりす,期待,無垢,物の哀れ,0.72,秋,動物,七番日記,文化10,TRUE
16065,夜～(や)蚤まけもせぬきり～”す,よるよるや のみまけもせぬ きりぎりす,きりぎりす,嫌悪,滑稽,素朴,0.75,秋,動物,七番日記,文化10,TRUE
16066,我天窓草と思ふかきり～”す,わがあたま くさとおもうか きりぎりす,きりぎりす,驚き,幽玄,静寂,0.75,秋,動物,七番日記,文化10,TRUE
16219,痩草のよろ～花と成にけり,やせくさの よろよろばなと なりにけり,草の花,喜び,風雅,無常,0.72,秋,植物,七番日記,文化10,TRUE
16656,蕣や朝～蚤の逃所,あさがおや あさあさのみの にげどころ,朝顔,嫌悪,無垢,物の哀れ,0.75,秋,植物,七番日記,文化10,TRUE
16657,角力取の花蕣よ～,すもうとりの はなあさがおよ あさがおよ,朝顔,喜び,風雅,淡白,0.75,秋,植物,七番日記,文化10,TRUE
16920,ぞく～と自然生たる鶏頭哉,ぞくぞくと じねんばえたる けいとうかな,鶏頭,驚き,幽玄,風雅,0.75,秋,植物,七番日記,文化10,TRUE
17124,油断すな～とやすゝき吹,ゆだんすな ゆだんすなとや すすきふく,芒（花芒 穂芒 尾花）,恐れ,無垢,物の哀れ,0.75,秋,植物,七番日記,文化10,TRUE
17672,折～（や）庵の柱の茸狩,おりおりや いおのはしらの きのこがり,きのこ,喜び,素朴,風雅,0.75,秋,植物,七番日記,文化10,TRUE
